StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q602,8b_0_GROUP,8b_1_GROUP,8b_2_GROUP,8b_3_GROUP,8b_0_1_RANK,8b_0_2_RANK,8b_0_3_RANK,8b_0_4_RANK,8b_0_5_RANK,8b_0_6_RANK,8b_0_7_RANK,8b_0_8_RANK,8b_0_9_RANK,8b_0_10_RANK,8b_0_11_RANK,8b_0_12_RANK,8b_0_13_RANK,8b_0_14_RANK,8b_0_15_RANK,8b_0_16_RANK,8b_1_1_RANK,8b_1_2_RANK,8b_1_3_RANK,8b_1_4_RANK,8b_1_5_RANK,8b_1_6_RANK,8b_1_7_RANK,8b_1_8_RANK,8b_1_9_RANK,8b_1_10_RANK,8b_1_11_RANK,8b_1_12_RANK,8b_1_13_RANK,8b_1_14_RANK,8b_1_15_RANK,8b_1_16_RANK,8b_2_1_RANK,8b_2_2_RANK,8b_2_3_RANK,8b_2_4_RANK,8b_2_5_RANK,8b_2_6_RANK,8b_2_7_RANK,8b_2_8_RANK,8b_2_9_RANK,8b_2_10_RANK,8b_2_11_RANK,8b_2_12_RANK,8b_2_13_RANK,8b_2_14_RANK,8b_2_15_RANK,8b_2_16_RANK,8b_3_1_RANK,8b_3_2_RANK,8b_3_3_RANK,8b_3_4_RANK,8b_3_5_RANK,8b_3_6_RANK,8b_3_7_RANK,8b_3_8_RANK,8b_3_9_RANK,8b_3_10_RANK,8b_3_11_RANK,8b_3_12_RANK,8b_3_13_RANK,8b_3_14_RANK,8b_3_15_RANK,8b_3_16_RANK,t
2/23/18 10:52,2/23/18 10:57,IP Address,130.39.235.40,100,321,TRUE,2/23/18 10:57,R_3gE0sXdDQFK8Ib7,,,,,30.40499878,-91.1867981,anonymous,EN,936,",,,",", ,,",",,,",",,,",,4,,3,,,1,,,,,2,,,,,1,,3,,,,,,,2,,,4,,,,,,,,,4,,2,3,,,,,1,,,,,,,1,,,,,,3,,,,4,2,1
2/23/18 10:50,2/23/18 10:56,IP Address,130.39.235.80,100,323,TRUE,2/23/18 10:56,R_CjpOAOiyvzgJP2x,,,,,30.40499878,-91.1867981,anonymous,EN,937,",,,",",,,",",,,",",, ,",1,,,3,,,,,2,,,,4,,,,,1,,,,2,3,,,,,4,,,,,,,,,2,,,,,,3,,,,1,4,,,4,,,,,2,,3,,,,1,,,1
2/27/18 15:21,2/27/18 15:23,IP Address,130.39.235.80,100,163,TRUE,2/27/18 15:23,R_PuoEpIWidaeUf8l,,,,,30.40499878,-91.1867981,anonymous,EN,938,",, ,",",,,",",,,",",,,",,2,,,,1,,,,3,,,4,,,,,,2,,,,3,4,,,1,,,,,,3,,,,,,,,,,,2,,1,,4,,,,3,2,,,,4,,,,,,1,,1
2/28/18 11:11,2/28/18 11:15,IP Address,130.39.235.77,100,254,TRUE,2/28/18 11:15,R_3DbGBf52i3qHhrH,,,,,30.40499878,-91.1867981,anonymous,EN,939,",,,",",,,"," ,,,",",,,",,,,,,,,4,2,,,3,1,,,,2,,,,,,1,,,,3,,,,4,,,,,3,,4,,,,1,,,,2,,,,3,4,,2,,,,,,,,,,,1,1
2/28/18 15:34,2/28/18 15:37,IP Address,130.39.235.80,100,133,TRUE,2/28/18 15:37,R_cVex0KfnXRdMj4J,,,,,30.40499878,-91.1867981,anonymous,EN,939,",,,",",,,",",,,"," ,,,",,,2,,,,,1,,,3,,,,,4,1,,,,3,,4,,,,,,,,2,,,,,4,,3,,,2,,,,1,,,,,3,,,,,,,,1,,2,,4,,,1
2/28/18 11:14,2/28/18 11:19,IP Address,130.39.235.80,100,295,TRUE,2/28/18 11:19,R_25S1tbfcZxjMl9e,,,,,30.40499878,-91.1867981,anonymous,EN,940,",,,",",,, ",",,,",",,,",,,,,,,4,,2,,,1,3,,,,2,,,1,,,,3,,4,,,,,,,,,3,,4,,,,,,2,,,,,1,,3,,,,1,,,,,,,,2,4,,1
3/1/18 14:36,3/1/18 14:39,IP Address,130.39.235.80,100,147,TRUE,3/1/18 14:39,R_DladOqAUGoFDvoZ,,,,,30.40499878,-91.1867981,anonymous,EN,941,",,,",",,,",",,,",",, ,",,,,,,,3,4,2,,,,1,,,,,1,,,,3,,,,,,4,,2,,,2,,,,4,,,,,,,,,,1,3,,,1,2,,,,,,3,4,,,,,,1
3/1/18 14:36,3/1/18 14:39,IP Address,167.96.148.42,100,150,TRUE,3/1/18 14:39,R_24qLOpnB7TH1vUz,,,,,30.40499878,-91.1867981,anonymous,EN,942,",, ,",",,,",",,,",",,,",,1,,,,4,,,,3,,,,2,,,,,1,,,,,,3,,,,2,,4,,3,,,2,,,,1,,,,4,,,,,,,,,1,,4,,,,2,,,,,3,1
3/1/18 14:39,3/1/18 14:41,IP Address,130.39.235.77,100,137,TRUE,3/1/18 14:41,R_3Rl5igX55mN8oqd,,,,,30.40499878,-91.1867981,anonymous,EN,943,", ,,",",,,",",,,",",,,",,,,,,,4,,,2,,3,,1,,,,,,1,2,,,,4,,,,,,3,,1,,,,,,,,,,3,,4,,,2,,3,1,,,2,,4,,,,,,,,,1
3/2/18 10:51,3/2/18 10:55,IP Address,130.39.235.77,100,233,TRUE,3/2/18 10:55,R_3lMry50BYDYuVo2,,,,,30.40499878,-91.1867981,anonymous,EN,945,",,,",",,,",",,,"," ,,,",2,3,,,,,,,,,,,,,1,4,,,,4,,,2,,,,,3,1,,,,,,,,,3,,2,4,,,,,1,,,,,3,,2,,,,,1,4,,,,,,1
3/2/18 10:51,3/2/18 10:55,IP Address,130.39.235.80,100,230,TRUE,3/2/18 10:55,R_2w5p1z5y1WdEvgp,,,,,30.40499878,-91.1867981,anonymous,EN,946,",,,",",,,",",,, ",",,,",,,,,,,4,,,,2,,3,,,1,4,,,,1,,,,,,,3,,,2,,,3,,,,2,,,,4,,,,1,,,,,2,4,,,,3,1,,,,,,,,1
3/6/18 17:12,3/6/18 17:16,IP Address,130.39.235.77,100,257,TRUE,3/6/18 17:16,R_1IZtWbZXo4uRGlw,,,,,30.40499878,-91.1867981,anonymous,EN,947,",,,",",,,",",,,"," ,,,",,,,,,,,2,,,,,1,,3,4,,2,,,,4,,,1,,,3,,,,,3,,1,4,,,2,,,,,,,,,,,,,,4,,,,,1,3,,,2,,,1
3/6/18 17:11,3/6/18 17:14,IP Address,130.39.235.81,100,202,TRUE,3/6/18 17:14,R_231YSWgRCHoFmaU,,,,,30.40499878,-91.1867981,anonymous,EN,948,",,,",",, ,",",,,",",,,",,,,,2,,,,,,4,,3,,,1,1,,4,,,,,,,3,,,,,2,,,,,2,,,4,1,3,,,,,,,,,2,,,,4,,,,,,3,,1,,,1
3/7/18 10:33,3/7/18 10:36,IP Address,130.39.235.77,100,211,TRUE,3/7/18 10:36,R_3kImzxRxjb8mGmY,,,,,30.40499878,-91.1867981,anonymous,EN,949,",,,",",,,",",,,",", ,,",,,,,4,,,,,,2,1,,,3,,,,,2,,,,4,1,,,,3,,,,4,,3,,,1,2,,,,,,,,,,,1,,,,,,,,2,,,,3,,4,1
3/7/18 10:33,3/7/18 10:35,IP Address,130.39.235.81,100,120,TRUE,3/7/18 10:35,R_1Ka6rQpdLLxgA25,,,,,30.40499878,-91.1867981,anonymous,EN,950,", ,,",",,,",",,,",",,,",4,3,,,,,,,,2,,,,1,,,,,3,,,,,,,,,1,,,2,4,,,,,4,3,,1,,,,,2,,,,,,,2,,,3,,4,,1,,,,,,1
3/7/18 12:10,3/7/18 12:13,IP Address,130.39.235.77,100,149,TRUE,3/7/18 12:13,R_1DZjOsu5vHu4vZD,,,,,30.40499878,-91.1867981,anonymous,EN,951,",,,",",, ,",",,,",",,,",4,,,,3,,,,,,1,,,,,2,,,,,,4,,,2,3,,,1,,,,,,,1,,,3,2,,,,,,,4,,,4,2,,,,,,,,,1,,3,,,1
3/8/18 14:38,3/8/18 14:42,IP Address,130.39.235.77,100,237,TRUE,3/8/18 14:42,R_110eFn3ailF4rnm,,,,,30.40499878,-91.1867981,anonymous,EN,952,",,,",",,,"," ,,,",",,,",,2,,,,1,,,,,,3,4,,,,1,,3,,,,,,,,4,,,,,2,,,,,,,4,,3,1,,,,2,,,,,,3,4,,,2,,,,,,,1,,1
3/9/18 12:19,3/9/18 12:22,IP Address,130.39.235.81,100,203,TRUE,3/9/18 12:22,R_3P6Ps81ti4tQVbT,,,,,30.40499878,-91.1867981,anonymous,EN,953,",,,",",,,",",, ,",",,,",3,,,,,,2,1,,,,4,,,,,,,,2,,,,,3,,,,1,4,,,,2,,,,4,,,,3,,,,,,1,,,4,,1,,,,,,2,,,,3,,1
3/9/18 12:17,3/9/18 12:22,IP Address,130.39.235.46,100,259,TRUE,3/9/18 12:22,R_e2PacoUuw1mUH0R,,,,,30.40499878,-91.1867981,anonymous,EN,954,",,,",",,,",",,, ",",,,",,2,,,,1,,,4,,,,3,,,,,,,2,,,1,3,,,,,,,,4,3,,,,1,,,,,4,,,,2,,,,,3,,,,,,,,2,4,,,1,,1
3/9/18 12:17,3/9/18 12:21,IP Address,130.39.235.122,100,217,TRUE,3/9/18 12:21,R_2PA3nycmyjHzuJc,,,,,30.40499878,-91.1867981,anonymous,EN,955,",,,"," ,,,",",,,",",,,",,,1,2,,,3,4,,,,,,,,,,,,,3,,,,,1,,,,4,2,,4,,,,,1,,,2,,3,,,,,,,2,,,,,,,,,,4,1,,,3,1
3/13/18 16:41,3/13/18 16:44,IP Address,130.39.235.107,100,226,TRUE,3/13/18 16:44,R_3lKpcSgZiBM9xQM,,,,,30.40499878,-91.1867981,anonymous,EN,956,",,,",", ,,",",,,",",,,",,,3,,2,,,,,,4,,,,,1,,4,,,,,,,,2,,3,,,1,,,,,2,,,4,,1,,,,3,,,,3,,,,,4,,1,,,,,,2,,,1
3/13/18 16:42,3/13/18 16:46,IP Address,130.39.235.94,100,221,TRUE,3/13/18 16:46,R_2BsXHOlkuNqamoN,,,,,30.40499878,-91.1867981,anonymous,EN,957,",,,",",,,",",,, ",",,,",,,4,,,,3,,,,1,,,,,2,,,,1,,,,3,4,,,,2,,,,2,,,,1,,,,,4,,,,,3,,,2,,,,3,,,,,,1,,4,,,1
3/13/18 16:42,3/13/18 16:46,IP Address,130.39.235.46,100,226,TRUE,3/13/18 16:46,R_1C9h66OVNyCew1d,,,,,30.40499878,-91.1867981,anonymous,EN,958,",,,",",,,"," ,,,",",,,",,,1,2,,,,,3,,,,4,,,,4,,,,,,1,3,,,,,,,2,,,3,,,,4,,,,1,,,,2,,,,,,,4,,,,,,3,1,,,,2,1
3/14/18 11:02,3/14/18 11:03,IP Address,130.39.235.107,100,104,TRUE,3/14/18 11:03,R_21ol4ZbL1Xn6zI4,,,,,30.40499878,-91.1867981,anonymous,EN,959,",,,",",,,",", ,,",",,,",,,4,,,,,2,,,,,,1,3,,,,,1,4,3,,,,,,,2,,,,,4,,,,,3,,1,2,,,,,,,3,,,,,,,,,,2,4,,,,1,1
3/15/18 16:41,3/15/18 16:44,IP Address,130.39.235.107,100,206,TRUE,3/15/18 16:44,R_5pfh9bJINFyu6kx,,,,,30.40499878,-91.1867981,anonymous,EN,960,",,,",",,,",",,,",",, ,",2,1,,,,,3,,,,,4,,,,,,,,,,2,,3,4,,,,1,,,,,,,,1,,,,,,4,,,,3,2,,,1,2,,,,,,3,,,,4,,,1
3/15/18 16:38,3/15/18 16:39,IP Address,130.39.235.94,100,39,TRUE,3/15/18 16:39,R_3iqiX8LAYj4QG7k,,,,,30.40499878,-91.1867981,anonymous,EN,961,",,,",",,,",",, ,",",,,",,,,,,,2,,,,4,,1,,3,,2,,,1,,4,,,,,,,,3,,,,,,,,,,,1,3,,4,,,,2,,2,3,,4,,,1,,,,,,,,,1
3/15/18 16:42,3/15/18 16:46,IP Address,130.39.235.46,100,270,TRUE,3/15/18 16:46,R_38fIQTjmmqNHL6V,,,,,30.40499878,-91.1867981,anonymous,EN,962,",,,",",,,",",,,",",,, ",,,,,,,3,,2,,,,4,,,1,,,1,4,3,,,,,,2,,,,,,1,,,,,,,2,,,,,,3,4,,,3,,,,1,,,,4,,2,,,,,1
3/16/18 12:22,3/16/18 12:27,IP Address,130.39.235.107,100,307,TRUE,3/16/18 12:27,R_DLVO0i9RRx0kVuV,,,,,30.40499878,-91.1867981,anonymous,EN,963,",,,"," ,,,",",,,",",,,",,,,3,,,,4,2,,,,1,,,,,,,,,3,,,,1,,2,,4,,,,2,4,,,,3,,,,1,,,,,,3,,,,1,,,,,,,,,,4,2,1
3/21/18 11:10,3/21/18 11:12,IP Address,130.39.235.102,100,162,TRUE,3/21/18 11:12,R_8dHV9IQrd8m8pXn,,,,,30.40499878,-91.1867981,anonymous,,965,",,,",",,,",", ,,",",,,",,,,,,,3,,,,1,4,,2,,,3,,,4,1,,,,,,,,,,2,,,1,4,,,,,,,2,,,,,,3,,,,,,4,,2,3,,,,1,,,,1
3/23/18 12:34,3/23/18 12:37,IP Address,130.39.235.72,100,173,TRUE,3/23/18 12:37,R_1S11OV9rNRMkSoV,,,,,30.40499878,-91.1867981,anonymous,EN,966,",,,",",,,",",,,",",, ,",,2,,,,1,,,,,,,,3,4,,,,4,,2,,,,,,3,,,,,1,3,,,,,,4,,2,,,,1,,,,,,,4,,,,1,,3,,2,,,,,1
4/3/18 16:42,4/3/18 16:45,IP Address,130.39.235.97,100,196,TRUE,4/3/18 16:45,R_1N51w9OYEkJtoue,,,,,30.40499878,-91.1867981,anonymous,EN,967,",,,",",, ,",",,,",",,,",,,2,,,4,1,,3,,,,,,,,,2,,,1,,,,,3,,,,4,,,2,,,,,,,,,,1,,,,3,4,,,,2,,,,1,,,,4,3,,,,1
4/5/18 15:52,4/5/18 15:54,IP Address,130.39.235.110,100,154,TRUE,4/5/18 15:54,R_7arni3epTVI9rCF,,,,,30.40499878,-91.1867981,anonymous,EN,968,",,,",",,,",", ,,",",,,",,,,4,,,3,,2,,,,1,,,,3,,,,1,,,,,,4,,,,2,,,3,1,,,,,4,,2,,,,,,,,,,,,3,,,,,,2,,1,,4,1
4/4/18 11:13,4/4/18 11:17,IP Address,130.39.235.105,100,210,TRUE,4/4/18 11:17,R_1GJIZ9ZxVX5A2x8,,,,,30.40499878,-91.1867981,anonymous,EN,969,",,, ",",,,",",,,",",,,",,,,,,,3,1,,4,,2,,,,,,,,,3,,,,,,,,4,2,1,,,3,,1,,4,,,2,,,,,,,,2,,1,,,,,,,,3,,,,,4,1
4/5/18 15:51,4/5/18 15:53,IP Address,130.39.235.105,100,110,TRUE,4/5/18 15:53,R_3iO9pNF6XIelS8R,,,,,30.40499878,-91.1867981,anonymous,EN,970,",,,",",,,",", ,,",",,,",,,,4,1,,,,,,3,,,,,2,,,1,,,,,,,,,,4,2,3,,1,,,,,,4,3,,2,,,,,,,,1,,,,4,,,2,,,3,,,,,1
4/5/18 15:51,4/5/18 15:53,IP Address,130.39.235.46,100,134,TRUE,4/5/18 15:53,R_3n9q6VYMx0YqQzj,,,,,30.40499878,-91.1867981,anonymous,EN,971,",,,",",, ,",",,,",",,,",,,,3,,,,4,2,,,,1,,,,,2,,,,,,,,3,,4,,1,,,,,,,3,,,,,,1,,,,4,2,1,,3,,,4,2,,,,,,,,,,1
11/9/17 13:56,11/9/17 14:02,IP Address,130.39.235.42,100,346,TRUE,11/9/17 14:02,R_1r2pM6clwE60mZf,,,,,30.40499878,-91.1867981,anonymous,EN,1001,",,,",", ,,",",,,",",,,",,,,,2,,,,,,,,4,,1,3,,,3,,,,,,,2,4,,,1,,,3,4,,,,2,,1,,,,,,,,,,,,2,,,4,,1,,,3,,,,,1
11/13/17 13:41,11/13/17 13:46,IP Address,130.39.235.111,100,274,TRUE,11/13/17 13:46,R_BxOWk3k7OtGDbP3,,,,,30.40499878,-91.1867981,anonymous,EN,1002,",,,",",,,",",,,"," ,,,",,,,,3,1,,,,,,,,2,,4,,,,1,,,2,3,,,4,,,,,,3,4,,,,,,,1,,,,2,,,,,,4,,,,,,,1,,3,,,2,,1
11/13/17 13:42,11/13/17 13:45,IP Address,130.39.235.72,100,171,TRUE,11/13/17 13:45,R_3F5pREaoXvxdCLV,,,,,30.40499878,-91.1867981,anonymous,EN,1003,",,,",",,,",",,,",",, ,",,,,,,3,,,2,,,1,,4,,,,,3,1,,,2,,,,,,,,4,,3,,,,2,,,,,,1,,,,,4,,4,,,,,,2,,3,,,1,,,,1
11/13/17 15:40,11/13/17 15:42,IP Address,130.39.235.72,100,149,TRUE,11/13/17 15:42,R_2wyJ25fLQs7dvYy,,,,,30.40499878,-91.1867981,anonymous,EN,1004,",,,",",, ,",",,,",",,,",,,,4,,3,,2,,,,,1,,,,2,1,,,,,,,,3,,,,4,,,,,3,,,,2,,1,,,4,,,,,,,,,1,,,,,,4,,,,2,3,1
11/14/17 12:09,11/14/17 12:14,IP Address,130.39.235.111,100,286,TRUE,11/14/17 12:14,R_3CHhRFjVhhKwvK6,,,,,30.40499878,-91.1867981,anonymous,EN,1005,",,,",",,, ",",,,",",,,",1,,,,2,,,4,,,,,,,3,,,,,,,,,,,4,2,,3,,,1,,4,,,,2,,,,,,3,,1,,,,,4,3,,,1,,2,,,,,,,,1
11/14/17 12:13,11/14/17 12:19,IP Address,130.39.235.72,100,362,TRUE,11/14/17 12:19,R_3kmRJL7WGFaBkNV,,,,,30.40499878,-91.1867981,anonymous,EN,1006,",,,",",,,",",,, ",",,,",,,4,,,,3,,,,1,,,,,2,,,,2,4,,,1,,,,,,3,,,2,,,,,,,,,4,,,3,,1,,,4,,,,1,,,2,,,3,,,,,1
11/14/17 13:59,11/14/17 14:04,IP Address,130.39.235.111,100,260,TRUE,11/14/17 14:04,R_2eP9lBl5h6FjYoQ,,,,,30.40499878,-91.1867981,anonymous,EN,1007,",,, ",",,,",",,,",",,,",,2,,,,3,,,,4,,,,1,,,3,,1,,,,2,,,,,4,,,,,,,,3,,,,4,1,,,,2,,,,,,,,2,,,,,,1,,,,3,4,1
11/15/17 13:47,11/15/17 13:52,IP Address,130.39.235.111,100,291,TRUE,11/15/17 13:52,R_PXuK2zjRPKRMvHr,,,,,30.40499878,-91.1867981,anonymous,EN,1009,",,,",",,,",",,,"," ,,,",,,3,1,,4,,,,,,2,,,,,,,,,4,,,1,,,,,2,,,3,2,,,,,,4,,,,1,,,,3,,,2,,,,,,,3,1,,,,4,,,1
11/15/17 15:32,11/15/17 15:36,IP Address,130.39.235.111,100,231,TRUE,11/15/17 15:36,R_cAtugpNotGkmClj,,,,,30.40499878,-91.1867981,anonymous,EN,1010,",,,",",,,",",,,"," ,,,",4,,,,,,,2,,,3,,,,,1,,,4,,,,3,,,,,1,,,2,,,,,1,4,,,,3,,,,2,,,,,2,,,,3,,,,1,,,,4,,,1
11/17/17 12:31,11/17/17 12:37,IP Address,130.39.235.54,100,317,TRUE,11/17/17 12:37,R_2EDYb23AUo9vXJv,,,,,30.40499878,-91.1867981,anonymous,EN,1011,",,,",",,,",",,, ",",,,",,,3,1,,,,2,4,,,,,,,,,4,,,,,2,,,,,,1,,3,,3,,,,1,,,,,4,,,,,,2,,,,,,3,,,,,4,1,,2,,,1
11/16/17 13:58,11/16/17 14:02,IP Address,130.39.235.84,100,235,TRUE,11/16/17 14:02,R_rfj7fXWxwt4PkLn,,,,,30.40499878,-91.1867981,anonymous,EN,1012,",,, ",",,,",",,,",",,,",,3,,,,,,2,,4,,,,1,,,4,,1,,,,,,,,,3,,,2,,,,,3,,2,,,4,,,,1,,,,,,,,3,,2,,,,4,,,,,1,1
11/20/17 13:43,11/20/17 13:47,IP Address,130.39.235.93,100,259,TRUE,11/20/17 13:47,R_3p8POzFKSisHUbK,,,,,30.40499878,-91.1867981,anonymous,EN,1013,",,,",",,,",",,,"," ,,,",4,,,,1,,,,,,,,,,3,2,,,2,,,,3,,,,1,4,,,,,,,,3,,4,,,2,,,,1,,,,,4,,,,,,2,,1,,,,3,,,1
11/20/17 13:50,11/20/17 13:53,IP Address,130.39.235.49,100,193,TRUE,11/20/17 13:53,R_2anaoi5wTyyw5Us,,,,,30.40499878,-91.1867981,anonymous,EN,1014,",,,",",,,",",,, ",",,,",,,,,1,,,,4,,2,,,,,3,,,,,,1,,,,,,,4,2,3,,,,1,,,,,3,,4,,2,,,,,3,2,,1,,,4,,,,,,,,,,1
11/21/17 13:52,11/21/17 13:55,IP Address,130.39.235.49,100,220,TRUE,11/21/17 13:55,R_2AHHLyHaVzD91fK,,,,,30.40499878,-91.1867981,anonymous,EN,1015,",,,",",, ,",",,,",",,,",,1,,,,,,4,2,,,,3,,,,,,,,1,,,,,3,,,,,2,4,2,,,3,,,4,,,,1,,,,,,,,1,,,4,,,,,,3,,2,,,1
11/21/17 13:51,11/21/17 13:54,IP Address,130.39.235.93,100,151,TRUE,11/21/17 13:54,R_1iqzl84hcTzbaTY,,,,,30.40499878,-91.1867981,anonymous,EN,1016,",,,",",,,",",,,",",,, ",,,,,4,2,,,,,,,3,1,,,,3,4,,,,,,1,,,2,,,,,,,,1,,,4,3,,,2,,,,,,1,,,,,,,,,4,,,,,3,2,1
11/27/17 15:42,11/27/17 15:47,IP Address,130.39.235.107,100,277,TRUE,11/27/17 15:47,R_d5qNfFZXrQebrrj,,,,,30.40499878,-91.1867981,anonymous,EN,1017,",,,",",,,",",,,",",,, ",,2,,,4,,,,,,,,3,,1,,,,,1,,3,,,2,,,,,,,4,,,1,,,,3,4,,,,2,,,,,1,,,,,,,,,4,2,,,3,,,1
11/27/17 13:27,11/27/17 13:29,IP Address,130.39.235.59,100,120,TRUE,11/27/17 13:29,R_vH5fjRJqqZ9cVXj,,,,,30.40499878,-91.1867981,anonymous,EN,1018,",,,",",,,",",,, ",",,,",,,1,2,,,,,3,,,,4,,,,,,,,4,2,,3,,,1,,,,,,,2,,,,,3,,,4,,,,,1,,1,,,,,,,,,,,3,,2,,4,1
11/27/17 15:43,11/27/17 15:49,IP Address,130.39.235.49,100,365,TRUE,11/27/17 15:49,R_2qsDed39ZUQxAXi,,,,,30.40499878,-91.1867981,anonymous,EN,1019,",,,",",,, ",",,,",",,,",,2,,,,1,4,,,,,,,3,,,3,,1,,,,,,,4,,2,,,,,,,,,3,,,,,,1,,,,4,2,,,,3,,,,4,2,,,,1,,,,1
11/28/17 11:08,11/28/17 11:10,IP Address,130.39.235.59,100,145,TRUE,11/28/17 11:10,R_1mrg5lRB3VG28Tx,,,,,30.40499878,-91.1867981,anonymous,EN,1020,",,,"," ,,,",",,,",",,,",,,,1,,,,3,4,,,,2,,,,,,,,,2,3,,,1,,4,,,,,1,2,4,,,,,,,,,,,3,,,,,,,4,,,,,,1,,,,3,2,1
11/28/17 13:53,11/28/17 13:58,IP Address,130.39.235.49,100,268,TRUE,11/28/17 13:58,R_2TMCxEYsnHaRzcs,,,,,30.40499878,-91.1867981,anonymous,EN,1021,",,,",",,,",",,, ",",,,",,,4,,2,,3,,,,,,,,,1,,,,4,,3,,,1,,,,2,,,,,,,,,,,2,,4,,,,3,1,,3,4,,,,,,,,,1,2,,,,,1
11/28/17 13:54,11/28/17 14:00,IP Address,130.39.235.59,100,350,TRUE,11/28/17 14:00,R_bsgKtvCAtJTean7,,,,,30.40499878,-91.1867981,anonymous,EN,1022,",,,",",,,",",,, ",",,,",,2,,,,3,,,,,,,4,1,,,,,,,2,,,4,,,,,,,1,3,3,,1,,,,,,,4,2,,,,,,,,,3,,,2,,4,,,1,,,,,1
2/7/18 12:28,2/7/18 12:33,IP Address,130.39.235.70,100,303,TRUE,2/7/18 12:33,R_3oKIz9B3HxA2NWn,,,,,30.40499878,-91.1867981,anonymous,EN,1023," ,,,",",,,",",,,",",,,",,3,,,2,4,,,,1,,,,,,,3,,,,,,2,,,,,1,,,4,,,,,,,,,3,4,,,,1,2,,,,,3,4,,,,,,,1,,,,,2,1
2/14/18 13:43,2/14/18 13:46,IP Address,130.39.235.125,100,165,TRUE,2/14/18 13:46,R_CkK1apOe6slRYZ3,,,,,30.40499878,-91.1867981,anonymous,EN,1024,",,,",",,,"," ,,,",",,,",,,,2,1,,,,4,,,,,,,3,,,,,,4,2,,,,,3,1,,,,4,3,2,,,,,,,1,,,,,,,,,,,,,,2,,,4,,,3,1,,1
2/14/18 13:42,2/14/18 13:45,IP Address,130.39.235.86,100,154,TRUE,2/14/18 13:45,R_3CUye8uWfgkw3Cg,,,,,30.40499878,-91.1867981,anonymous,EN,1025,",, ,",",,,",",,,",",,,",,,1,,,,,,,3,2,4,,,,,,,,,1,,4,,,,,,3,,,2,,,,2,,,,4,1,,,,,,3,,2,1,,,,3,,,,,,,,4,,,1
2/16/18 12:12,2/16/18 12:17,IP Address,130.39.235.125,100,290,TRUE,2/16/18 12:17,R_6msoos6ehZFxcBj,,,,,30.40499878,-91.1867981,anonymous,EN,1026,",,,",",,,",",,,"," ,,,",,,,,,4,,,1,,,3,2,,,,,3,,2,,,1,,,,,,,4,,,,,,,4,,,,,,1,,,,3,2,2,,3,,,,,4,,1,,,,,,,1
2/16/18 12:15,2/16/18 12:21,IP Address,130.39.235.86,100,330,TRUE,2/16/18 12:21,R_yKnBNt4dNHzRKjD,,,,,30.40499878,-91.1867981,anonymous,EN,1027,",,,"," ,,,",",,,",",,,",,,,1,,,2,,,,,3,,4,,,3,,,,,,,4,,1,,,,,2,,,3,,,,4,,,2,,,,1,,,,,,1,,4,,,,,,2,,,,,3,1
2/19/18 12:29,2/19/18 12:32,IP Address,130.39.235.125,100,187,TRUE,2/19/18 12:32,R_2ZUpKPWXIKQ1Olv,,,,,30.40499878,-91.1867981,anonymous,EN,1028,",,,",",, ,",",,,",",,,",,,2,,,,,,,,3,1,,,,4,1,,,,2,,,,,3,,,,,4,,,4,,,,1,,,3,,,,,2,,,,,,2,,,4,3,,,,,1,,,,1
2/21/18 12:17,2/21/18 12:19,IP Address,130.39.235.125,100,137,TRUE,2/21/18 12:19,R_20OIE7KrJrpaIf3,,,,,30.40499878,-91.1867981,anonymous,EN,1029,",,,",", ,,",",,,",",,,",,,2,,3,,,,,,4,,,,,1,,,,4,,,,,,2,,1,,3,,,,4,,,,3,,,1,,,,2,,,,1,,,,,,4,3,,,,,,,2,,1
2/21/18 12:30,2/21/18 12:35,IP Address,130.39.235.124,100,290,TRUE,2/21/18 12:35,R_12nWCzZfW2Nje40,,,,,30.40499878,-91.1867981,anonymous,EN,1030,",,,",",,,"," ,,,",",,,",,,2,,,4,,,,,,3,,1,,,,,,,,,4,2,3,,,,1,,,,2,4,,3,,,,,,1,,,,,,,,,,,4,,,,,,1,,,,3,2,1
2/21/18 14:15,2/21/18 14:17,IP Address,130.39.235.125,100,116,TRUE,2/21/18 14:17,R_3eywdmeq6Z6mGL0,,,,,30.40499878,-91.1867981,anonymous,EN,1031,",, ,",",,,",",,,",",,,",,,1,4,,2,,,,3,,,,,,,,,,,,,,3,2,,4,,1,,,,,3,,,2,,,,,,,,,4,,1,4,,,,,,2,,,,,1,,,3,,1
2/21/18 14:15,2/21/18 14:18,IP Address,130.39.235.124,100,199,TRUE,2/21/18 14:18,R_1PToMBrq0SIO8kG,,,,,30.40499878,-91.1867981,anonymous,EN,1032,",,,",", ,,",",,,",",,,",,,3,1,,,2,,,,,,4,,,,3,1,,,,,,,,2,,4,,,,,,,,,,,,4,3,,2,,,,,1,,,,,3,1,,,,,,,,2,4,,1
2/23/18 12:06,2/23/18 12:10,IP Address,130.39.235.124,100,250,TRUE,2/23/18 12:10,R_DiR2zfESOyMx5p7,,,,,30.40499878,-91.1867981,anonymous,EN,1033,",,,",",, ,",",,,",",,,",4,,,,,,3,,,,2,,,,,1,,,1,,2,,,,,3,,,,4,,,,,,3,,4,,,1,,,,2,,,,,3,,,,,,4,,,,1,,,2,,1
