subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
733,38,41,39,19,38,74,6,5,2,3,4,4,6,5,7,7,5,4,3,7,6,8,6,2,2,1,2,2,1,2,2,1,Clarinet,19,FEMALE,1,,6,1,6,6,3,6,2,5,3,7,6,3,4,5,6,6,1,3,6,7,7,4,3,7,5,2,7,1,3,1,3,2,7,7,7,4,6,7,13,5,11,9,12,19,female,right,No,Corrected to Normal,161,7,10,5,5,5,0,,,36,12,13,11,23,42,15,,,9,6,43,23,16,4,22,65,51,20,16,16,19,17,3,18,{SHIFT}In{SPACE}between{SPACE}math{SPACE}problems{SPACE}{SHIFT}I{SPACE}tried{SPACE}to{SPACE}mentally{SPACE}repeat{SPACE}all{SPACE}the{SPACE}tones{SPACE}{SHIFT}I{SPACE}already{SPACE}heard{SPACE}up{SPACE}until{SPACE}that{SPACE}point{ENTER}
734,54,51,40,35,35,93,5,4,1,6,4,7,6,1,6,6,6,5,3,5,9,2,3,3,1,6,3,1,6,3,1,6,pianonpiano,43,MALE,1,,6,5,6,6,6,6,7,6,6,5,6,6,5,5,7,6,5,6,6,6,7,3,7,7,4,2,7,6,6,3,6,5,6,6,6,4,6,7,8,12,7,8,5,22,male,right,No,Normal,162,13,15,4,18,15,3,,,5,2,1,2,2,27,5,,,0,5,54,19,18,17,39,76,46,7,16,18,12,6,1,24,just{SPACE}memorization{SPACE}of{SPACE}melodic{SPACE}tones{SPACE}and{SPACE}matching{SPACE}the{SPACE}order{SPACE}in{SPACE}my{SPACE}head{ENTER}
735,42,51,34,36,34,96,6,5,4,4,5,4,4,4,5,6,5,5,3,6,7,8,6,2,3,1,2,3,1,3,1,5,VoicenVoice,19,Male,1,,7,4,6,5,3,6,4,5,2,6,6,5,5,6,6,6,6,5,6,6,6,3,4,6,3,6,6,6,6,5,5,2,6,6,5,5,6,6,16,10,9,7,11,19,male,right,No,Corrected to Normal,163,6,10,5,4,1,3,,,13,6,1,6,2,44,2,,,0,2,73,23,25,25,68,79,67,1,25,19,23,1,0,62,"{SHIFT}{SHIFT}As{SPACE}{SHIFT}I{SPACE}went{SPACE}from{SPACE}problem{SPACE}to{SPACE}problem{,}{SPACE}{SHIFT}I{SPACE}replayed{SPACE}the{SPACE}previous{SPACE}notes{SPACE}in{SPACE}my{SPACE}hea{LEFTARROW}{LEFTARROW}{LEFTARROW}{LEFTARROW}{LEFTARROW}{LEFTARROW}d{.}{ENTER}"
736,57,62,42,42,41,112,7,5,5,6,4,6,5,5,4,6,5,6,3,6,1,8,6,2,4,1,2,4,1,2,4,1,Cello,17,FEMENINE,1,,7,5,7,7,5,7,6,7,6,7,7,7,7,7,7,7,7,6,7,7,6,6,7,6,3,1,7,7,7,7,7,6,6,7,7,7,7,7,16,9,7,10,7,17,female,right,No,Corrected to Normal,164,8,15,5,5,4,1,,,38,14,13,11,34,43,14,,,0,14,59,23,19,17,40,67,55,18,18,13,24,17,1,30,{SHIFT}I{SPACE}memorized{SPACE}the{SPACE}solfedge{SPACE}of{SPACE}the{SPACE}notes{SPACE}{SHIFT}{(}{SHIFT}G{/}{SHIFT}F{SHIFT}{#}{/}f{SHIFT}{SHIFT}{)}{SHIFT}{)}{ENTER}
737,53,58,39,39,41,110,7,7,7,6,5,6,7,7,4,7,5,6,2,7,9,7,7,2,4,3,2,3,3,3,3,5,voice,23,FEMALE,1,,7,4,6,7,5,7,3,7,7,7,6,6,7,6,6,7,7,6,7,7,6,6,4,6,3,5,7,7,4,7,6,3,7,7,7,6,7,7,,,6,8,7,23,female,right,No,Corrected to Normal,165,10,15,3,3,3,0,,,9,3,4,2,0,44,5,,,0,5,6,1,3,2,0,74,22,9,12,4,6,8,1,3,{SHIFT}{SHIFT}Repeated{SPACE}the{SPACE}name{SPACE}of{SPACE}the{SPACE}tone{SPACE}{SHIFT}{SPACE}after{SPACE}each{SPACE}time{SPACE}it{SPACE}was{SPACE}played{.}{ENTER}
738,46,57,33,30,40,94,4,7,4,5,4,6,7,6,5,7,6,6,4,6,1,7,2,1,1,1,1,1,1,3,1,3,saxophone,22,FEMALE,1,,6,4,6,6,4,7,6,2,5,7,7,6,7,6,7,6,7,4,6,6,6,5,1,6,3,2,6,6,4,2,6,4,7,7,7,5,7,7,,,9,7,8,22,female,right,No,Corrected to Normal,166,7,11,5,3,3,0,,,23,9,6,8,6,45,7,,,1,6,62,22,20,20,54,73,48,12,18,12,18,10,2,24,"tried{SPACE}rehearsing{SPACE}l{,}m{,}h{SPACE}patterns{SPACE}or{SPACE}1{,}2{,}3{SPACE}patterns{.}{SPACE}also{SPACE}tapped{SPACE}fingers{SPACE}ordered{SPACE}123{SPACE}in{SPACE}the{SPACE}pattern{SPACE}the{SPACE}tones{SPACE}played{ENTER}"
739,51,41,40,32,37,94,7,4,2,5,5,5,5,1,6,2,6,5,4,4,3,9,5,2,4,1,2,4,1,2,4,1,Bassoon,20,MALE,1,,6,4,6,5,4,6,7,7,6,3,6,6,6,4,5,3,3,5,6,7,6,6,5,5,5,5,7,5,5,2,5,3,7,5,7,5,6,7,,,9,9,8,20,male,right,No,Normal,167,6,10,5,1,0,1,,,35,9,13,13,25,46,11,,,9,2,70,24,25,21,62,69,67,7,20,25,22,4,3,57,{SHIFT}I{SPACE}came{SPACE}up{SPACE}with{SPACE}a{SPACE}system{SPACE}that{SPACE}added{SPACE}each{SPACE}different{SPACE}register{SPACE}played{SPACE}and{SPACE}would{SPACE}repeat{SPACE}it{SPACE}back{SPACE}to{SPACE}myself{SPACE}as{SPACE}each{SPACE}new{SPACE}pitch{SPACE}was{SPACE}added{ENTER}
740,45,57,39,29,36,97,4,3,5,7,4,5,6,4,4,3,5,6,2,7,9,8,8,2,5,5,2,5,5,2,5,5,Percussion,21,MALE,1,,6,4,3,6,6,5,5,7,3,7,7,6,7,6,7,6,6,5,7,6,6,6,4,6,4,5,5,5,3,4,6,1,6,5,7,6,5,7,,,10,9,7,21,male,left,No,Corrected to Normal,168,11,15,4,2,1,1,,,39,14,14,11,37,46,5,,,2,3,69,24,24,21,58,75,71,3,21,25,25,3,0,62,{SHIFT}{SHIFT}I{SPACE}pictured{SPACE}the{SPACE}three{SPACE}boxes{SPACE}and{SPACE}after{SPACE}every{SPACE}tone{SPACE}would{SPACE}go{SPACE}back{SPACE}and{SPACE}add{SPACE}it{SPACE}after{SPACE}the{SPACE}ones{SPACE}prior{.}{SPACE}{ENTER}
741,55,55,43,44,34,118,7,5,3,4,6,5,5,5,4,6,7,5,4,6,8,6,7,2,5,1,2,5,1,2,5,1,voice,nineteen,female,1,,7,6,6,7,7,7,5,7,3,7,5,6,6,6,7,6,6,6,7,7,7,6,4,7,5,7,7,7,7,7,6,3,7,1,7,6,7,6,,,11,8,9,19,female,right,No,Corrected to Normal,169,13,15,5,4,4,0,,,34,12,13,9,26,44,7,,,0,7,65,21,24,20,44,74,70,5,23,25,22,4,1,57,{SHIFT}I{SPACE}created{SPACE}signals{SPACE}on{SPACE}my{SPACE}fingers{SPACE}to{SPACE}indicate{SPACE}the{SPACE}pitches{SPACE}in{SPACE}order{SPACE}to{SPACE}retain{SPACE}their{SPACE}order{.}{ENTER}
742,52,62,43,47,40,116,7,5,4,4,7,3,5,4,5,6,6,6,2,7,7,6,2,2,5,1,2,5,1,2,5,1,voice,37,MALE,1,,7,5,7,7,2,7,7,7,3,7,7,7,7,7,7,7,7,6,7,7,7,5,7,7,3,7,6,7,7,6,7,7,6,6,7,7,7,7,,,10,8,10,37,male,right,No,Normal,170,14,15,4,2,1,1,,,37,11,13,13,27,45,12,,,5,7,68,19,25,24,62,68,72,4,24,25,23,4,0,62,"{SHIFT}I{SPACE}kept{SPACE}repeating{SPACE}{SHIFT}{QUOTE}low{,}{SPACE}high{,}{SPACE}or{SPACE}middle{SHIFT}{QUOTE}{SPACE}in{SPACE}as{SPACE}{SHIFT}I{SPACE}completed{SPACE}the{SPACE}math{SPACE}problems{SPACE}in{SPACE}the{SPACE}order{SPACE}presented{.}{ENTER}"
900,43,53,24,33,37,80,5,5,6,6,7,6,7,5,6,6,7,7,3,7,6,6,6,1,1,1,1,1,1,2,2,2,voice,19,MALE,1,,5,3,5,5,5,6,6,5,3,7,6,6,6,6,5,6,6,5,6,3,3,3,3,5,1,6,5,6,2,3,6,5,7,6,6,5,6,7,9,11,9,8,10,19,male,right,No,Corrected to Normal,171,9,15,4,2,2,0,,,37,12,12,13,23,45,4,,,3,1,63,20,21,22,37,77,64,5,24,17,23,4,1,53,"assigned{SPACE}each{SPACE}note{SPACE}a{SPACE}finger{SPACE}and{SPACE}would{SPACE}press{SPACE}it{SPACE}like{SPACE}a{SPACE}piano{SPACE}or{SPACE}keyboard{SPACE}when{SPACE}it{SPACE}was{SPACE}made{,}{SPACE}and{SPACE}then{SPACE}remember{SPACE}the{SPACE}order{.}{SPACE}{SPACE}{SHIFT}Also{,}{SPACE}{SHIFT}I{SPACE}would{SPACE}repeat{SPACE}the{SPACE}orders{SPACE}aloud{SPACE}{SHIFT}{.}{ENTER}"
901,27,41,12,12,15,27,5,6,3,3,5,7,5,1,7,7,7,5,1,4,2,3,1,1,1,1,1,1,1,1,1,1,viola,20,FEMALE,1,,1,1,1,1,6,1,7,7,2,5,6,7,1,3,5,6,2,6,1,1,2,3,1,3,1,1,1,1,1,1,6,1,1,4,1,1,1,7,16,8,7,6,7,20,female,right,No,Normal,172,8,15,3,5,1,4,,,26,8,8,10,16,42,15,,,4,11,59,23,22,14,53,65,40,6,15,20,5,5,1,21,{SHIFT}After{SPACE}{SHIFT}I{SPACE}heard{SPACE}the{SPACE}sound{SPACE}{SHIFT}I{SPACE}would{SPACE}say{SPACE}{SHIFT}{QUOTE}low{SPACE}high{SPACE}{SPACE}or{SPACE}medium{SPACE}in{SPACE}my{SPACE}head{.}{SPACE}{SHIFT}{SHIFT}But{SPACE}eventually{SPACE}{SHIFT}I{SPACE}would{SPACE}forget{SPACE}after{SPACE}about{SPACE}4{SPACE}{ENTER}
902,58,36,9,19,38,56,2,2,1,7,2,6,5,1,6,4,6,2,3,2,3,5,2,1,1,1,1,1,1,1,1,1,None ,22,MALE,1,,7,3,7,7,7,7,7,7,6,5,7,2,3,5,3,3,2,6,2,2,1,1,1,1,1,2,2,2,5,1,5,2,7,7,7,3,7,7,7,12,8,9,7,22,male,right,No,Normal,173,9,15,3,4,4,0,,,27,8,8,11,15,43,3,,,1,2,70,24,25,21,58,78,38,6,9,18,11,4,2,7,"{SHIFT}I{SPACE}recited{SPACE}in{SPACE}my{SPACE}head{SPACE}either{SPACE}{SHIFT}L{,}{SHIFT}M{,}or{SHIFT}{SPACE}H{SPACE}to{SPACE}remember{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{SPACE}because{SPACE}it{SPACE}is{SPACE}easier{SPACE}than{SPACE}saying{SPACE}low{,}{SPACE}medium{,}{SPACE}or{SPACE}high{.}{SPACE}{ENTER}"
903,27,43,29,27,27,64,5,3,4,5,5,6,2,6,3,3,5,7,3,3,3,4,4,1,1,1,1,1,1,1,1,1,voice,20,MALE,1,,2,1,4,3,1,4,4,5,3,5,6,2,3,5,6,5,5,6,4,4,6,3,4,6,2,2,2,6,5,4,5,3,4,4,7,3,3,6,16,11,10,10,10,20,male,right,No,Corrected to Normal,174,10,13,5,1,0,1,,,31,6,12,13,25,46,1,,,0,1,71,25,21,25,62,80,69,3,23,24,22,2,1,57,after{SPACE}each{SPACE}tone{SPACE}i{SPACE}kept{SPACE}repeating{SPACE}which{SPACE}tone{SPACE}was{SPACE}played{ENTER}
904,30,36,13,27,22,58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,9,1,1,1,1,1,1,1,1,1,nothing,19,FEMALE,1,,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,4,4,4,4,4,4,2,4,4,4,4,4,11,8,6,6,6,19,female,right,No,Normal,175,4,15,4,4,3,1,,,29,9,11,9,17,42,11,,,2,9,29,12,5,12,10,68,31,9,8,11,12,7,2,6,{ENTER}
905,30,39,16,19,32,48,5,5,1,1,2,4,2,1,5,4,7,4,5,6,5,7,6,1,1,1,1,1,1,1,1,1,pianonpiano,20,Male,1,,3,2,5,5,1,2,5,3,4,4,6,5,5,5,3,5,1,5,1,2,3,3,1,4,2,2,5,1,2,2,4,3,5,6,5,3,6,7,11,9,6,5,7,20,male,right,No,Corrected to Normal,176,3,15,2,3,2,1,,,24,8,8,8,14,45,5,,,3,2,41,12,12,17,19,75,46,7,15,18,13,6,1,24,{SHIFT}I{SPACE}{SHIFT}Repeated{SPACE}{SHIFT}{(}ex{.}lo{SHIFT}{SHIFT}{SHIFT}ex{.}low{SPACE}medium{SPACE}high{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}i{SPACE}was{SPACE}doing{SPACE}the{SPACE}problems{ENTER}
906,38,46,8,32,37,60,4,3,5,3,5,7,4,4,7,3,6,6,1,5,8,6,1,1,1,1,1,1,1,1,1,1,voicenvoice,24,FEMALE,1,,3,2,4,3,3,6,6,5,6,5,6,5,4,5,6,5,5,5,2,1,1,1,1,1,1,4,5,5,5,4,5,4,7,7,7,3,6,7,15,10,7,8,5,20,female,right,No,Normal,177,4,15,2,1,1,0,,,31,8,10,13,20,46,6,,,1,5,48,11,21,16,28,75,42,7,14,12,16,7,0,15,using{SPACE}fingers{SPACE}to{SPACE}keep{SPACE}track{ENTER}
907,30,40,11,17,34,46,5,6,2,7,6,7,7,5,7,6,6,5,3,5,3,4,5,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,3,1,5,4,1,2,2,5,7,6,5,2,5,4,5,5,3,5,1,1,1,3,1,3,1,2,1,5,3,2,3,1,6,6,6,5,6,5,9,10,11,10,11,19,female,right,Yes,Normal,178,6,8,5,0,0,0,,,40,14,12,14,38,48,3,,,0,3,75,25,25,25,75,77,71,4,24,22,25,2,2,61,{SHIFT}I{SPACE}assigned{SPACE}numbers{SPACE}to{SPACE}the{SPACE}pitches{SHIFT}{:}{SPACE}high{SPACE}{=}{SPACE}3{SPACE}medium{SPACE}{=}{SPACE}2{SPACE}and{SPACE}low{SPACE}{=}{SPACE}1{.}{SPACE}{SHIFT}I{SPACE}constantly{SPACE}recited{SPACE}the{SPACE}pattern{SPACE}of{SPACE}numbers{SPACE}over{SPACE}and{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}each{SPACE}sound{SPACE}was{SPACE}presented{.}{ENTER}
908,45,57,35,40,36,108,4,5,7,6,5,7,5,2,7,6,7,7,5,7,3,2,5,1,1,1,1,1,1,3,1,3,Voice,18,FEMALE,1,,6,5,7,6,4,6,6,2,3,7,6,6,6,6,7,7,7,5,7,7,7,4,1,4,5,5,7,7,7,6,5,3,6,6,6,5,7,6,8,9,9,10,8,18,female,right,No,Corrected to Normal,179,11,15,5,1,0,1,,,27,10,12,5,20,47,4,,,0,4,67,18,24,25,55,77,57,5,17,16,24,5,0,47,i{SPACE}played{SPACE}a{SPACE}song{SPACE}with{SPACE}the{SPACE}notes{SPACE}in{SPACE}my{SPACE}mind{.}{SPACE}1{SPACE}high{SPACE}2{SPACE}low{SPACE}3{SPACE}med{.}{ENTER}
909,34,45,7,27,34,58,2,4,7,4,5,6,4,5,5,4,7,4,5,5,3,6,6,1,1,1,1,1,1,1,1,1,none,18,MALE,1,,2,2,5,5,1,6,5,3,5,5,6,6,5,6,6,2,4,5,1,1,1,1,1,1,1,4,5,1,4,5,5,3,4,7,6,5,5,7,12,9,7,8,6,18,male,right,No,Normal,180,8,10,5,7,5,2,,,27,6,12,9,19,40,15,,,7,8,29,14,11,4,4,66,60,9,15,22,23,7,2,37,repeating{SPACE}after{SPACE}bconverting{SPACE}tones{SPACE}to{SPACE}letters{ENTER}
910,32,38,8,33,29,59,2,2,7,5,4,7,4,7,4,3,2,7,1,7,3,5,5,1,1,1,2,2,2,1,1,1,recorder,18,FEMALE,1,,4,2,1,4,2,4,4,6,5,4,7,3,7,7,4,2,1,3,1,1,1,1,1,1,2,6,4,1,5,7,6,4,5,3,6,2,6,7,13,7,6,6,5,18,female,right,No,Normal,181,7,15,2,3,3,0,,,23,7,9,7,11,44,5,,,0,5,61,22,18,21,48,75,45,3,16,17,12,3,0,11,treid{SPACE}to{SPACE}repeatedly{SPACE}say{SPACE}the{SPACE}tunes{SPACE}i{SPACE}heard{SPACE}as{SPACE}{SHIFT}I{SPACE}was{SPACE}doing{SPACE}my{SPACE}math{SPACE}problems{.}{SPACE}{ENTER}
911,32,41,15,22,36,60,5,6,7,2,3,5,7,4,2,5,4,7,1,5,4,8,8,1,1,1,1,1,1,1,1,1,clarinet,19,FEMALE,1,,4,1,3,4,1,7,6,3,3,6,5,2,5,5,6,3,4,5,1,1,4,3,1,3,2,4,4,2,2,1,6,3,5,6,7,5,6,7,9,8,4,6,3,19,female,right,No,Corrected to Normal,182,5,15,3,0,0,0,,,15,4,5,6,2,47,4,,,1,3,39,12,18,9,19,76,39,6,8,17,14,5,1,20,"as{SPACE}each{SPACE}tone{SPACE}appeared{SPACE}{SHIFT}I{SPACE}would{SPACE}try{SPACE}to{SPACE}remember{SPACE}their{SPACE}order{SPACE}by{SPACE}ranking{SPACE}them{SPACE}from{SPACE}low{,}medium{,}highin{SPACE}the{SPACE}order{SPACE}they{SPACE}appeared{ENTER}"
912,36,30,8,15,32,41,4,4,6,6,5,7,3,3,5,3,6,6,3,4,8,8,8,1,1,1,1,1,1,1,1,1,recorder,19,MALE,1,,6,1,5,3,2,3,6,4,6,5,5,2,3,4,2,5,2,2,1,1,1,1,1,1,2,1,1,1,4,6,1,1,5,3,7,3,7,7,8,6,6,6,6,19,male,right,No,I forgot my glasses.,183,8,12,5,3,1,2,,,8,2,2,4,0,45,4,,,2,2,6,4,1,1,0,77,20,3,9,5,6,1,2,7,{ENTER}
913,31,37,21,19,29,52,4,4,7,6,5,7,5,5,6,4,5,7,3,7,8,6,8,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,3,2,6,4,4,3,3,3,3,5,6,3,2,6,2,5,2,6,1,2,5,5,1,5,2,4,5,1,2,1,5,1,3,6,6,3,5,6,12,7,9,6,10,19,female,right,No,Corrected to Normal,184,11,15,4,1,1,0,,,16,7,3,6,4,47,3,,,0,3,41,10,16,15,24,78,22,7,5,8,9,3,4,0,{SHIFT}{SHIFT}{SHIFT}{SHIFT}I{SPACE}really{SPACE}didnt{SPACE}have{SPACE}any{SPACE}strategies{.}{ENTER}
914,44,51,8,38,31,76,6,5,5,6,4,7,6,3,6,6,6,5,7,5,7,6,8,1,1,1,1,1,1,1,1,1,VoicenVoice,20,Male,1,,6,2,6,7,1,7,5,3,7,6,7,3,7,5,6,6,5,6,2,1,1,1,1,1,1,7,7,5,6,1,6,6,6,5,7,4,5,4,12,11,8,9,8,20,male,right,No,Corrected to Normal,185,13,15,3,5,2,3,,,22,8,5,9,7,42,2,,,0,2,65,18,22,25,55,79,47,3,17,14,16,3,0,22,{SHIFT}I{SPACE}continued{SPACE}to{SPACE}repeat{SPACE}them{SPACE}as{SPACE}{SHIFT}they{SPACE}came{SPACE}up{SPACE}and{SPACE}solved{SPACE}the{SPACE}math{SPACE}as{SPACE}fast{SPACE}as{SPACE}possible{ENTER}
915,42,45,25,24,34,66,5,4,4,6,5,4,2,2,6,2,6,6,2,4,3,8,5,1,1,1,1,1,1,1,1,1,Piano,18,NONBINARY,1,,6,1,5,3,6,4,5,7,5,5,7,5,3,6,5,5,5,4,5,4,4,4,1,5,2,4,5,2,3,2,6,2,5,7,6,3,6,7,14,8,10,10,7,18,female,right,No,Corrected to Normal,186,10,15,4,2,2,0,,,25,8,8,9,7,46,8,,,1,7,67,24,18,25,55,71,53,6,16,18,19,6,0,19,{ENTER}
916,44,53,29,28,36,84,6,5,4,4,5,7,4,4,7,5,6,6,5,4,7,4,6,1,1,1,1,1,1,1,1,1,Saxaphonen,18,MALE,1,,5,4,6,5,5,6,6,4,3,6,6,6,6,6,6,6,5,6,6,4,5,4,3,5,2,5,6,3,3,3,6,2,6,6,5,6,6,7,14,8,6,8,5,18,male,right,No,Normal,187,9,14,5,1,1,0,,,15,3,5,7,4,45,12,,,5,7,12,3,9,0,3,66,52,5,18,19,15,4,1,21,{ENTER}
917,35,33,15,13,31,46,4,4,6,6,3,7,3,4,6,4,1,7,1,5,3,1,1,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,nA,4,1,5,4,2,5,7,3,4,5,5,3,1,3,5,5,1,5,1,1,4,5,1,1,2,1,1,1,3,1,5,1,5,5,7,5,5,4,10,6,10,9,9,21,female,right,No,Corrected to Normal,188,11,14,5,3,3,0,,,37,14,12,11,29,45,2,,,0,2,56,20,15,21,43,79,56,1,19,20,17,0,1,28,{SHIFT}At{SPACE}first{SPACE}{SHIFT}I{SPACE}would{SPACE}use{SPACE}my{SPACE}3{SPACE}fingers{SPACE}to{SPACE}tap{SPACE}which{SPACE}tone{SPACE}it{SPACE}was{SPACE}and{SPACE}try{SPACE}to{SPACE}repeat{SPACE}it{SPACE}on{SPACE}the{SPACE}screen{.}{SPACE}the{SPACE}3{SPACE}fingers{SPACE}were{SPACE}in{SPACE}order{SPACE}of{SPACE}low{SPACE}to{SPACE}high{.}{SPACE}but{SPACE}i{SPACE}eventually{SPACE}would{SPACE}move{SPACE}my{SPACE}mouse{SPACE}to{SPACE}the{SPACE}area{SPACE}of{SPACE}where{SPACE}the{SPACE}check{SPACE}box{SPACE}was{SPACE}when{SPACE}the{SPACE}sound{SPACE}appeared{.}{ENTER}
918,26,46,7,26,26,49,5,4,7,4,3,3,1,7,6,2,2,7,1,7,5,7,5,1,1,1,1,1,1,1,1,1,,21,FEMALE,1,,1,1,2,6,2,5,6,2,1,7,6,3,3,6,6,6,3,6,1,1,1,1,1,1,1,5,6,1,2,1,6,5,2,3,6,4,5,6,12,7,9,7,8,21,female,right,No,Normal,189,9,15,5,5,4,1,,,17,10,3,4,9,39,15,,,3,12,38,14,10,14,23,64,36,4,17,8,11,2,2,9,"remembered{SPACE}high{SPACE}as{SPACE}h{,}{SPACE}low{SPACE}as{SPACE}l{,}{SPACE}and{SPACE}middle{SPACE}as{SPACE}m{SPACE}and{SPACE}as{SPACE}{SPACE}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}I{CAPSLOCK}{SPACE}heard{SPACE}the{SPACE}{CAPSLOCK}{CAPSLOCK}tone{SPACE}{CAPSLOCK}I{CAPSLOCK}{SPACE}memorized{SPACE}the{SPACE}letter{SPACE}and{SPACE}associated{SPACE}it{SPACE}with{SPACE}a{SPACE}word{ENTER}"
919,28,48,8,24,32,48,1,2,1,2,4,5,6,3,7,7,2,5,1,7,1,9,6,1,1,1,1,1,1,1,1,1,none,19,FEMALE,1,,1,1,4,1,3,4,5,2,7,6,7,5,5,6,7,6,1,5,2,1,1,1,1,1,1,1,6,4,6,1,5,1,2,5,6,6,7,6,9,9,8,8,6,19,female,right,No,Corrected to Normal,190,4,15,3,4,3,1,,,9,4,4,1,4,43,4,,,1,3,33,14,6,13,19,77,41,3,18,14,9,2,1,15,{CAPSLOCK}I{CAPSLOCK}{SPACE}tried{SPACE}to{SPACE}remember{SPACE}the{SPACE}sound{SPACE}in{SPACE}my{SPACE}head{SPACE}with{SPACE}the{SPACE}letter{SPACE}that{SPACE}the{SPACE}sound{SPACE}starts{SPACE}with{.}{ENTER}
920,33,44,16,25,32,57,5,4,1,6,5,2,4,1,6,4,7,7,5,7,4,8,7,1,1,1,1,1,1,1,1,1,voice,23,Female,0,Lithium Adderal Ziprasidone,5,1,6,4,2,5,6,1,3,6,6,3,3,6,6,6,3,5,6,1,1,1,1,5,1,3,5,2,5,1,6,3,6,5,6,4,5,6,11,11,11,8,10,23,female,right,No,Corrected to Normal,191,7,9,5,1,1,0,,,33,10,11,12,29,47,3,,,0,3,66,23,25,18,56,78,65,1,23,23,19,0,1,45,{SHIFT}Repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}order{SPACE}quickly{SPACE}in{SPACE}my{SPACE}head{SPACE}before{SPACE}solving{SPACE}each{SPACE}additional{SPACE}math{SPACE}problem{ENTER}
921,53,63,46,46,40,117,7,5,1,3,4,5,6,7,6,5,6,6,2,6,7,8,6,2,3,1,2,3,1,3,1,6,piano,23,FEMALE,1,,6,4,7,7,5,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,5,7,7,7,7,7,6,5,7,7,7,7,7,16,9,9,8,7,23,female,right,No,Normal,192,11,15,5,1,1,0,,,24,10,8,6,16,47,4,,,0,4,73,24,24,25,63,77,53,3,17,11,25,3,0,35,{SHIFT}{SHIFT}I{SPACE}{SHIFT}{QUOTE}started{SPACE}internally{SPACE}singing{SPACE}the{SPACE}melodies{SPACE}of{SPACE}the{SPACE}tones{SPACE}while{SPACE}{SHIFT}I{SPACE}completed{SPACE}the{SPACE}math{SPACE}problems{.}{SPACE}{ENTER}
922,34,48,25,34,35,89,4,4,7,6,4,6,6,7,6,5,5,7,2,5,3,2,2,1,1,1,1,1,1,3,3,5,Voice,18,female,1,,5,2,5,5,2,6,2,4,3,5,6,5,6,5,6,5,6,4,6,6,6,3,1,2,1,4,6,6,6,6,5,1,5,7,7,4,6,6,8,8,10,11,9,18,female,right,No,Normal,193,12,14,5,1,1,0,,,20,8,6,6,12,46,11,,,6,5,39,18,12,9,21,69,58,9,20,21,17,2,7,37,{SHIFT}I{SPACE}tried{SPACE}to{SPACE}sing{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}{SHIFT}I{SPACE}was{SPACE}solving{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}
923,22,35,9,21,25,39,1,1,1,1,1,6,5,3,5,3,3,6,2,6,4,8,5,1,1,1,1,1,1,1,1,1,none,19,FEMALE,1,,1,1,3,5,1,3,3,2,3,3,6,5,1,5,5,5,3,2,1,1,1,1,1,3,1,2,5,1,6,1,4,2,5,5,7,1,2,5,14,10,8,8,5,19,female,right,No,Corrected to Normal,194,9,15,5,12,12,0,,,25,10,9,6,12,35,10,,,7,3,67,20,24,23,60,69,51,8,15,20,16,5,3,23,none{ENTER}
